2.000e-02, 9.988e-07
3.000e-02, -2.401e-09
4.000e-02, -1.001e-06
5.000e-02, -9.976e-07
6.000e-02, 4.723e-09 
7.000e-02, 1.002e-06 
8.000e-02, 9.965e-07 
9.000e-02, -6.966e-09
1.000e-01, -1.003e-06
1.100e-01, -9.954e-07
1.200e-01, 9.131e-09 
1.300e-01, 1.005e-06 
1.400e-01, 9.943e-07 
1.500e-01, -1.122e-08
1.600e-01, -1.006e-06
1.700e-01, -9.933e-07
1.800e-01, 1.322e-08
1.900e-01, 1.007e-06
2.000e-01, 9.923e-07
2.100e-01, -1.515e-08
2.200e-01, -1.007e-06
2.300e-01, -9.913e-07
2.400e-01, 1.700e-08
2.500e-01, 1.008e-06
2.600e-01, 9.904e-07
2.700e-01, -1.877e-08
2.800e-01, -1.009e-06
2.900e-01, -9.896e-07
3.000e-01, 2.047e-08
3.100e-01, 1.010e-06
3.200e-01, 9.887e-07
3.300e-01, -2.208e-08
3.400e-01, -1.011e-06
3.500e-01, -9.879e-07
3.600e-01, 2.362e-08
3.700e-01, 1.012e-06
3.800e-01, 9.872e-07
3.900e-01, -2.507e-08
4.000e-01, -1.012e-06
4.100e-01, -9.864e-07
4.200e-01, 2.645e-08
4.300e-01, 1.013e-06
4.400e-01, 9.857e-07
4.500e-01, -2.775e-08
4.600e-01, -1.013e-06
4.700e-01, -9.851e-07
4.800e-01, 2.897e-08
4.900e-01, 1.014e-06
5.000e-01, 9.845e-07
5.100e-01, -3.011e-08
5.200e-01, -1.015e-06
5.300e-01, -9.839e-07
5.400e-01, 3.117e-08
5.500e-01, 1.015e-06
5.600e-01, 9.834e-07
5.700e-01, -3.216e-08
5.800e-01, -1.016e-06
5.900e-01, -9.829e-07
6.000e-01, 3.306e-08
6.100e-01, 1.016e-06
6.200e-01, 9.825e-07
6.300e-01, -3.389e-08
6.400e-01, -1.016e-06
6.500e-01, -9.821e-07
6.600e-01, 3.464e-08
6.700e-01, 1.017e-06
6.800e-01, 9.817e-07
6.900e-01, -3.531e-08
7.000e-01, -1.017e-06
7.100e-01, -9.814e-07
7.200e-01, 3.590e-08
7.300e-01, 1.017e-06
7.400e-01, 9.811e-07
7.500e-01, -3.641e-08
7.600e-01, -1.018e-06
7.700e-01, -9.809e-07
7.800e-01, 3.684e-08
7.900e-01, 1.018e-06
8.000e-01, 9.807e-07
8.100e-01, -3.720e-08
8.200e-01, -1.018e-06
8.300e-01, -9.806e-07
8.400e-01, 3.747e-08
8.500e-01, 1.018e-06
8.600e-01, 9.804e-07
8.700e-01, -3.767e-08
8.800e-01, -1.018e-06
8.900e-01, -9.804e-07
9.000e-01, 3.779e-08
9.100e-01, 1.018e-06
9.200e-01, 9.803e-07
9.300e-01, -3.783e-08
9.400e-01, -1.018e-06
9.500e-01, -9.804e-07
9.600e-01, 3.779e-08
9.700e-01, 1.018e-06
9.800e-01, 9.804e-07
9.900e-01, -3.767e-08
1.000e+00, -1.018e-06
1.010e+00, -9.805e-07
1.020e+00, 3.747e-08
1.030e+00, 1.018e-06
1.040e+00, 9.807e-07
1.050e+00, -3.720e-08
1.060e+00, -1.018e-06
1.070e+00, -9.808e-07
1.080e+00, 3.684e-08
1.090e+00, 1.018e-06
1.100e+00, 9.811e-07
1.110e+00, -3.641e-08
1.120e+00, -1.017e-06
1.130e+00, -9.813e-07
1.140e+00, 3.590e-08
1.150e+00, 1.017e-06
1.160e+00, 9.816e-07
1.170e+00, -3.531e-08
1.180e+00, -1.017e-06
1.190e+00, -9.820e-07
1.200e+00, 3.464e-08
1.210e+00, 1.017e-06
1.220e+00, 9.823e-07
1.230e+00, -3.389e-08
1.240e+00, -1.016e-06
1.250e+00, -9.828e-07
1.260e+00, 3.307e-08
1.270e+00, 1.016e-06
1.280e+00, 9.832e-07
1.290e+00, -3.216e-08
1.300e+00, -1.015e-06
1.310e+00, -9.838e-07
1.320e+00, 3.118e-08
1.330e+00, 1.015e-06
1.340e+00, 9.843e-07
1.350e+00, -3.011e-08
1.360e+00, -1.014e-06
1.370e+00, -9.849e-07
1.380e+00, 2.897e-08
1.390e+00, 1.014e-06
1.400e+00, 9.855e-07
1.410e+00, -2.775e-08
1.420e+00, -1.013e-06
1.430e+00, -9.862e-07
1.440e+00, 2.645e-08
1.450e+00, 1.013e-06
1.460e+00, 9.869e-07
1.470e+00, -2.508e-08
1.480e+00, -1.012e-06
1.490e+00, -9.876e-07
1.500e+00, 2.362e-08
1.510e+00, 1.011e-06
1.520e+00, 9.884e-07
1.530e+00, -2.208e-08
1.540e+00, -1.011e-06
1.550e+00, -9.893e-07
1.560e+00, 2.047e-08
1.570e+00, 1.010e-06
1.580e+00, 9.901e-07
1.590e+00, -1.878e-08
1.600e+00, -1.009e-06
1.610e+00, -9.910e-07
1.620e+00, 1.700e-08
1.630e+00, 1.008e-06
1.640e+00, 9.920e-07
1.650e+00, -1.515e-08
1.660e+00, -1.007e-06
1.670e+00, -9.929e-07
1.680e+00, 1.322e-08
1.690e+00, 1.006e-06
1.700e+00, 9.940e-07
1.710e+00, -1.121e-08
1.720e+00, -1.005e-06
1.730e+00, -9.950e-07
1.740e+00, 9.128e-09
1.750e+00, 1.004e-06
1.760e+00, 9.961e-07
1.770e+00, -6.961e-09
1.780e+00, -1.003e-06
1.790e+00, -9.972e-07
1.800e+00, 4.716e-09
1.810e+00, 1.002e-06
1.820e+00, 9.984e-07
1.830e+00, -2.392e-09
1.840e+00, -1.001e-06
1.850e+00, -9.996e-07
1.860e+00, -1.026e-11
1.870e+00, 9.996e-07
1.880e+00, 1.001e-06
1.890e+00, 2.492e-09
1.900e+00, -9.983e-07
1.910e+00, -1.002e-06
1.920e+00, -5.052e-09
1.930e+00, 9.970e-07
1.940e+00, 1.003e-06
1.950e+00, 7.691e-09
1.960e+00, -9.957e-07
1.970e+00, -1.005e-06
1.980e+00, -1.041e-08
1.990e+00, 9.943e-07
2.000e+00, 1.006e-06
2.010e+00, 1.321e-08
2.020e+00, -9.929e-07
2.030e+00, -1.008e-06
2.040e+00, -1.608e-08
2.050e+00, 9.914e-07
2.060e+00, 1.009e-06
2.070e+00, 1.904e-08
2.080e+00, -9.899e-07
2.090e+00, -1.010e-06
2.100e+00, -2.207e-08
2.110e+00, 9.883e-07
2.120e+00, 1.012e-06
2.130e+00, 2.518e-08
2.140e+00, -9.867e-07
2.150e+00, -1.013e-06
2.160e+00, -2.837e-08
2.170e+00, 9.850e-07
2.180e+00, 1.015e-06
2.190e+00, 3.164e-08
2.200e+00, -9.833e-07
2.210e+00, -1.017e-06
2.220e+00, -3.499e-08
2.230e+00, 9.815e-07
2.240e+00, 1.018e-06
2.250e+00, 3.841e-08
2.260e+00, -9.797e-07
2.270e+00, -1.020e-06
2.280e+00, -4.192e-08
2.290e+00, 9.778e-07
2.300e+00, 1.022e-06
2.310e+00, 4.550e-08
2.320e+00, -9.759e-07
2.330e+00, -1.023e-06
2.340e+00, -4.916e-08
2.350e+00, 9.740e-07
2.360e+00, 1.025e-06
2.370e+00, 5.290e-08
2.380e+00, -9.719e-07
2.390e+00, -1.027e-06
2.400e+00, -5.672e-08
2.410e+00, 9.699e-07
2.420e+00, 1.028e-06
2.430e+00, 6.061e-08
2.440e+00, -9.677e-07
2.450e+00, -1.030e-06
2.460e+00, -6.459e-08
2.470e+00, 9.655e-07
2.480e+00, 1.032e-06
2.490e+00, 6.864e-08
2.500e+00, -9.633e-07
2.510e+00, -1.034e-06
2.520e+00, -7.277e-08
2.530e+00, 9.610e-07
2.540e+00, 1.036e-06
2.550e+00, 7.698e-08
2.560e+00, -9.586e-07
2.570e+00, -1.038e-06
2.580e+00, -8.126e-08
2.590e+00, 9.562e-07
2.600e+00, 1.040e-06
2.610e+00, 8.562e-08
2.620e+00, -9.538e-07
2.630e+00, -1.042e-06
2.640e+00, -9.006e-08
2.650e+00, 9.512e-07
2.660e+00, 1.043e-06
2.670e+00, 9.458e-08
2.680e+00, -9.487e-07
2.690e+00, -1.045e-06
2.700e+00, -9.918e-08
2.710e+00, 9.460e-07
2.720e+00, 1.047e-06
2.730e+00, 1.038e-07
2.740e+00, -9.433e-07
2.750e+00, -1.049e-06
2.760e+00, -1.086e-07
2.770e+00, 9.405e-07
2.780e+00, 1.051e-06
2.790e+00, 1.134e-07
2.800e+00, -9.377e-07
2.810e+00, -1.053e-06
2.820e+00, -1.183e-07
2.830e+00, 9.348e-07
2.840e+00, 1.055e-06
2.850e+00, 1.233e-07
2.860e+00, -9.319e-07
2.870e+00, -1.058e-06
2.880e+00, -1.284e-07
2.890e+00, 9.288e-07
2.900e+00, 1.060e-06
2.910e+00, 1.335e-07
2.920e+00, -9.257e-07
2.930e+00, -1.062e-06
2.940e+00, -1.387e-07
2.950e+00, 9.226e-07
2.960e+00, 1.064e-06
2.970e+00, 1.440e-07
2.980e+00, -9.194e-07
2.990e+00, -1.066e-06
